theta_deg,phase,u_from_high_turn_deg,E_x,E_y,candidate_projected_velocity,candidate_velocity_normalized,target_velocity,target_velocity_normalized
6.000000000000001,short_fast,7.188187203334735,3.3287789422791287,4.354205767561325,-1.2875713657722105,-0.6917747955997914,-0.44207558297242255,-1.3947360428577316
6.25,short_fast,7.438187203334735,3.3432447469453503,4.351659304406386,-1.344875332238464,-0.7225625567624319,-0.4622839644075993,-1.4584929184715025
6.5,short_fast,7.688187203334735,3.3579922682283487,4.348917873138474,-1.4031234303650386,-0.7538575725159249,-0.4827199413987393,-1.5229678516693679
6.75,short_fast,7.938187203334735,3.373022560660203,4.345977359121249,-1.46232338812656,-0.7856639948771673,-0.5033490912923588,-1.5880522399467922
7.0,short_fast,8.188187203334735,3.388336570808338,4.342833581989005,-1.5224823152165314,-0.8179856436785202,-0.5241377516119353,-1.653639879136194
7.250000000000001,short_fast,8.438187203334735,3.403935132028237,4.339482297051227,-1.5836066578623558,-0.8508259822912286,-0.5450530200579068,-1.719626963406942
7.499999999999999,short_fast,8.688187203334735,3.4198189591152444,4.335919196886586,-1.6457021523667343,-0.8841880926645607,-0.5660627545076722,-1.7859120852653587
7.75,short_fast,8.938187203334735,3.435988642861326,4.332139913135105,-1.7087737774328537,-0.9180746497115123,-0.5871355730155913,-1.852396235554717
8.0,short_fast,9.188187203334735,3.4524446445233683,4.3281400184971845,-1.7728257053403267,-0.952487895077054,-0.6082408538129849,-1.9189828034552434
8.25,short_fast,9.438187203334735,3.469187290210373,4.323915028948182,-1.8378612520488635,-0.9874296103302791,-0.6293487353081342,-1.9855775764841148
8.5,short_fast,9.688187203334735,3.4862167651976574,4.3194604061771695,-1.90388282631713,-1.0229010896274402,-0.6504301160862818,-2.0520887404954617
8.75,short_fast,9.938187203334735,3.5035331081770518,4.3147715602583645,-1.9708918779351354,-1.058903111898711,-0.6714566549096306,-2.1184268796803654
9.0,short_fast,10.188187203334735,3.5211362054528537,4.30984385256357,-2.038888845179762,-1.095435912617564,-0.6924007707173453,-2.1845049765668616
9.25,short_fast,10.438187203334735,3.5390257850942635,4.304672598923782,-2.107873101614693,-1.1324991552179127,-0.7132356426255506,-2.2502384120199364
9.5,short_fast,10.688187203334735,3.5572014110558428,4.299253073047786,-2.1778429023678867,-1.1700919022305563,-0.7339352099273322,-2.3155449652415268
9.75,short_fast,10.938187203334735,3.5756624772785153,4.2935805102053335,-2.248795330031946,-1.2082125862170134,-0.7544741720927366,-2.380344813770523
10.0,short_fast,11.188187203334735,3.5944082017845336,4.287650111182019,-2.320726240345076,-1.2468589805854757,-0.7748279887687715,-2.4445605334827687
10.25,short_fast,11.438187203334735,3.6134376207807875,4.281457046512589,-2.39363020782277,-1.2860281703802867,-0.7949728797794051,-2.5081170985910575
10.5,short_fast,11.688187203334735,3.6327495827858187,4.27499646099885,-2.4675004715229183,-1.325716523143106,-0.8148858251255668,-2.570941881645136
10.75,short_fast,11.938187203334735,3.652342742796817,4.268263478517813,-2.5423288811394564,-1.3659196599505894,-0.8345445649851466,-2.6329646535317037
11.0,short_fast,12.188187203334735,3.672215556513894,4.2612532071249785,-2.6181058436320184,-1.4066324267400452,-0.8539275997129957,-2.6941175834744113
11.25,short_fast,12.438187203334735,3.6923662746398302,4.253960744456991,-2.6948202706111717,-1.4478488660410473,-0.8730141898409254,-2.7543352390338605
11.5,short_fast,12.688187203334735,3.7127929372744957,4.246381183437041,-2.7724595267105303,-1.4895621892372666,-0.891784356077709,-2.8135545861076086
11.75,short_fast,12.938187203334735,3.7334933684239826,4.238509618285483,-2.8510093791883913,-1.5317647494888895,-0.9102188793090793,-2.87171498893016
12.000000000000002,short_fast,13.188187203334735,3.754465170645494,4.230341150837231,-2.930453949012257,-1.5744480154517495,-0.9282993005977309,-2.9287582100729748
12.25,short_fast,13.438187203334735,3.7757057198497805,4.221870897166314,-3.0107756636896528,-1.6176025459346914,-0.9460079211833191,-2.984628410444464
12.5,short_fast,13.688187203334735,3.797212160283822,4.2130939945169485,-3.091955212117896,-1.6612179656416615,-0.9633278024824601,-3.039272149289992
12.75,short_fast,13.938187203334735,3.818981399717156,4.2040056085391715,-3.173971501733735,-1.705282942149447,-0.9802427660887307,-3.0926383841918734
13.0,short_fast,14.188187203334735,3.8410101048560072,4.194600940825816,-3.256801618251002,-1.7497851642758877,-0.9967373937726687,-3.1446784710693754
13.25,short_fast,14.438187203334735,3.86329469700997,4.1848752367461906,-3.340420788280373,-1.7947113219965511,-1.0127970274817728,-3.195346164178718
